tμ1,tμ2,tμ3,ts,eμ1,eμ2,eμ3,es,rhat,r_failures
0.4358064792689653,-0.3355776936469397,-0.21239481950310246,0.43878403509350994,0.3814782902782154,-0.34741571580974473,-0.6410964626517176,0.36671533904323,1.0015470673177824,0.14
-0.38910210290051284,-0.24382130460420193,0.40137195909128676,0.5479159010873678,0.06392042412113517,-0.05589512688154646,0.2955162256910038,0.37829702715732516,1.003961024242712,0.63
0.7744165900333644,0.12978070220573978,0.7035591401521453,0.8588237796841074,0.6822116720368396,0.0980346689589671,0.2620589641996265,0.7291702185422091,1.0010360689837572,0.42
1.1885656912568372,0.3387976823964709,1.384293803351441,0.7003063372116818,1.5324346379341027,0.9526848531828855,1.0741082667472215,0.44134679079436795,1.0008864557740387,0.37
1.370138519250375,-0.9487013058160993,0.8543800100457712,0.9927145522125662,1.5708266863931704,-0.549373111177393,0.2180584418816063,0.690432321407354,1.0008838098566932,0.28
0.5468655878105073,0.8652156886962583,-0.3333824590636498,0.545420013459052,0.5119931201330887,1.0086976220973078,-1.5706047396599623,0.5637785794051461,1.001429588594818,0.01
1.082324532401799,-1.1472954136506792,1.3853206677030343,0.8060407765771056,1.4518168663097395,-0.6864093846430173,1.1498603455168455,0.5384418167451499,1.0012548737472011,0.55
1.3168333580501814,-0.6037012873167966,0.9910356304916519,0.41488252139406295,1.3496714075271707,-0.3552226569271371,0.7663360688047159,0.3483061967462195,0.9995964798095213,0.36
0.6832875578357909,1.0816810948854596,-0.04852413470108563,0.30064665172718075,0.6016424924847669,1.1691574260444004,-1.0930806535668198,0.30439638456623197,1.0012872526550851,0.0
0.947192378095493,1.1637752399036296,-0.4795390172505496,0.8582395576015938,0.9539654249100303,1.2271043067364644,-1.694975712340347,0.8356580758954159,1.0012889449911668,0.03
-1.0811522731909207,-0.7819800967767756,0.671443281659617,0.4102708285742581,0.17013555822028792,0.2830139519223364,0.6672110323613135,0.15548543517087757,1.0019107968397072,0.94
-0.776365137826631,0.14275029014515184,0.8206605261110571,0.9744989760944653,-0.27734201992089,0.47113503816564317,0.5674949564006087,0.625995196528091,1.0006149992570574,0.59
-1.0002056448736163,1.2949076149927592,0.34782619316066676,0.5801163066446602,-1.853604487763102,1.1528159573270669,-0.15063811596979398,0.5292028565479738,1.0019856121374406,0.23
-0.3510241557454532,-1.09373735383074,-0.3390591682250388,0.34601957881496065,-0.20908144969440925,-0.675942539081268,-0.5046288811611286,0.25131439618486046,1.0003206084265113,0.37
-0.521648981027172,0.26520001544432326,-1.1956837937840457,0.9981377526412385,-0.10875805437308592,0.36066593694443655,-2.3651194824333506,0.8902821197834685,1.0005249477650708,0.05
0.07164587389290844,-1.0970945231072218,-0.8522794410180059,0.8762888548478094,-0.2650509804625713,-0.7407743579189067,-1.5551240554874561,0.79817408098606,1.0007433714917642,0.22
